ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
16195	"RPP40"	"RPP40"	chr6	-	5000562	5000631	4999808	4999904	5002100	5002245
16196	"RPP40"	"RPP40"	chr6	-	4998715	4998841	4996221	4996420	4999808	4999904
16197	"TOP3A"	"TOP3A"	chr17	-	18308350	18308424	18306890	18306966	18308881	18308941
16198	"TOP3A"	"TOP3A"	chr17	-	18280535	18280658	18273920	18274980	18282697	18282841
16199	"TOP3A"	"TOP3A"	chr17	-	18277674	18278357	18273920	18274980	18280535	18280658
16200	"SSX1"	"SSX1"	chrX	+	48256050	48256136	48255316	48255432	48257221	48257310
16201	"ISG20"	"ISG20"	chr15	+	88639342	88639594	88635636	88635700	88652109	88652310
16202	"ISG20"	"ISG20"	chr15	+	88639342	88639594	88635636	88635700	88650234	88652310
16203	"ISG20"	"ISG20"	chr15	+	88636166	88636292	88635636	88635700	88639342	88639594
16204	"ZFAND3"	"ZFAND3"	chr6	+	37929958	37929999	37819530	37820016	38061592	38061775
16205	"ZFAND3"	"ZFAND3"	chr6	+	38116571	38116739	38082391	38082457	38152234	38154623
16206	"BRD3"	"BRD3"	chr9	-	134048082	134048454	134045292	134045421	134050373	134050588
16207	"PPEF1"	"PPEF1"	chrX	+	18803891	18804077	18789120	18789273	18806402	18806545
16208	"TRIM68"	"TRIM68"	chr11	-	4605078	4605561	4603244	4603340	4608026	4608259
16209	"CCR7"	"CCR7"	chr17	-	40558892	40558942	40553769	40555818	40565399	40565484
16210	"CNIH4"	"CNIH4"	chr1	+	224371282	224371423	224365878	224365991	224375794	224376884
16211	"CNIH4"	"CNIH4"	chr1	+	224371329	224371423	224365878	224365991	224375794	224376884
16212	"SAFB2"	"SAFB2"	chr19	-	5611119	5611630	5610638	5610688	5612539	5612567
16213	"MASP1"	"MASP1"	chr3	-	187285824	187286056	187262542	187262720	187291627	187292022
16214	"C14orf132"	"C14orf132"	chr14	+	96051123	96051222	96039323	96039527	96086510	96093971
16215	"C14orf132"	"C14orf132"	chr14	+	96040274	96040367	96039323	96039527	96086510	96093971
16216	"HORMAD1"	"HORMAD1"	chr1	-	150711832	150711853	150711544	150711571	150714084	150714121
16217	"TRAPPC1"	"TRAPPC1"	chr17	-	7931505	7931576	7931010	7931149	7931730	7931829
16218	"CRACR2B"	"CRACR2B"	chr11	+	830865	831032	830620	830713	831223	831295
16219	"GLRA1"	"GLRA1"	chr5	-	151892310	151892438	151886720	151886788	151924493	151924836
16220	"PARL"	"PARL"	chr3	-	183842297	183842447	183840569	183840640	183844230	183844326
16221	"PARL"	"PARL"	chr3	-	183833491	183833589	183829384	183829709	183840569	183840640
16222	"PARL"	"PARL"	chr3	-	183833723	183833825	183833491	183833589	183840569	183840640
16223	"PFDN5"	"PFDN5"	chr12	+	53297849	53297924	53295450	53295639	53298044	53298150
16224	"MTPAP"	"MTPAP"	chr10	-	30315962	30316036	30309800	30313971	30316117	30316210
16225	"INPP1"	"INPP1"	chr2	+	190348887	190349031	190343469	190343961	190360038	190360306
16226	"INPP1"	"INPP1"	chr2	+	190362626	190362687	190360038	190360306	190366694	190366895
16227	"INPP1"	"INPP1"	chr2	+	190369102	190369277	190366694	190366895	190370843	190371665
16228	"GPX5"	"GPX5"	chr6	+	28531777	28531895	28529450	28529604	28532320	28532420
16229	"GPX5"	"GPX5"	chr6	+	21658	21776	19331	19485	22201	22301
16230	"GSTO1"	"GSTO1"	chr10	+	104262978	104263077	104259575	104259798	104266083	104266190
16231	"CACNB3"	"CACNB3"	chr12	+	48823680	48823803	48823343	48823466	48824257	48824373
16232	"ATF4"	"ATF4"	chr22	+	39521353	39521671	39520563	39520751	39521772	39522686
16233	"RHBDF2"	"RHBDF2"	chr17	-	76473251	76473327	76473004	76473105	76473647	76473742
16234	"ABLIM1"	"ABLIM1"	chr10	-	114453378	114453483	114451623	114451671	114465697	114465827
16235	"ABLIM1"	"ABLIM1"	chr10	-	114485296	114485380	114473878	114473956	114487957	114488016
16236	"UBXN4"	"UBXN4"	chr2	+	135761817	135761911	135755516	135755691	135769768	135769823
16237	"UBXN4"	"UBXN4"	chr2	+	135772419	135772547	135770570	135770735	135776248	135776351
16238	"MRPL24"	"MRPL24"	chr1	-	156737645	156737776	156737301	156737534	156738030	156738134
16239	"RPL23AP7"	"RPL23AP7"	chr2	-	113626477	113626571	113625608	113625729	113626880	113627138
16240	"RPL23AP7"	"RPL23AP7"	chr2	-	113622112	113622161	113621725	113622016	113625608	113625729
16241	"VGLL2"	"VGLL2"	chr6	+	117270542	117271064	117268181	117268491	117272453	117273565
16242	"PLEKHA5"	"PLEKHA5"	chr12	+	19270187	19270205	19269769	19269885	19274515	19274983
16243	"PLEKHA5"	"PLEKHA5"	chr12	+	19320020	19320056	19314813	19314894	19320561	19320624
16244	"PLEKHA5"	"PLEKHA5"	chr12	+	19346993	19347182	19345841	19345888	19348398	19348519
16245	"PLEKHA5"	"PLEKHA5"	chr12	+	19314813	19314894	19287472	19287556	19320561	19320624
16246	"PLEKHA5"	"PLEKHA5"	chr12	+	19314813	19314894	19291643	19291697	19320561	19320624
16247	"PLEKHA5"	"PLEKHA5"	chr12	+	19287472	19287556	19283279	19283745	19320561	19320624
16248	"REPIN1"	"REPIN1"	chr7	+	150369670	150369868	150368789	150368941	150371227	150374044
16249	"REPIN1"	"REPIN1"	chr7	+	150370759	150370884	150369670	150369868	150371227	150374044
16250	"NTRK3"	"NTRK3"	chr15	-	88128710	88128734	88127161	88127226	88135100	88135397
16251	"NTRK3"	"NTRK3"	chr15	-	87885693	87885735	87880269	87880428	87929190	87929434
16252	"WSB1"	"WSB1"	chr17	+	27301787	27301956	27294079	27294435	27303366	27303635
16253	"WSB1"	"WSB1"	chr17	+	27311508	27311616	27310060	27310174	27312209	27313619
16254	"WSB1"	"WSB1"	chr17	+	27303366	27303635	27294079	27294435	27304779	27304911
16255	"WSB1"	"WSB1"	chr17	+	27310060	27310174	27309099	27309272	27311508	27311616
16256	"GRK4"	"GRK4"	chr4	+	3038375	3038513	3037373	3037511	3040571	3040747
16257	"GRK4"	"GRK4"	chr4	+	2984512	2984608	2963615	2964122	2988726	2988839
16258	"CHTOP"	"CHTOP"	chr1	+	153642245	153642429	153638294	153638448	153645063	153646306
16259	"CHTOP"	"CHTOP"	chr1	+	153643226	153643364	153642245	153642429	153645063	153646306
16260	"CHTOP"	"CHTOP"	chr1	+	153642242	153642429	153638294	153638448	153645063	153646306
16261	"MCL1"	"MCL1"	chr1	-	150578243	150578491	150574550	150577491	150578842	150578963
16262	"ANKRD30BL"	"ANKRD30BL"	chr2	-	132153531	132153694	132150911	132150976	132154661	132154768
16263	"DEDD"	"DEDD"	chr1	-	161130814	161130847	161124137	161124526	161132550	161132688
16264	"G6PC3"	"G6PC3"	chr17	+	44071627	44071821	44070729	44071183	44074159	44074266
16265	"G6PC3"	"G6PC3"	chr17	+	44074968	44075087	44074679	44074770	44075309	44075451
16266	"LHPP"	"LHPP"	chr10	+	124517179	124517271	124498035	124498128	124613263	124614141
16267	"SETD9"	"SETD9"	chr5	+	56911168	56911536	56909259	56909743	56913010	56913134
16268	"C12orf50"	"C12orf50"	chr12	-	87987849	87987966	87986311	87986416	87989263	87989371
16269	"DUSP22"	"DUSP22"	chr6	+	335113	335163	311879	311962	345853	345928
16270	"DUSP22"	"DUSP22"	chr6	+	311879	311962	304627	304661	335113	335163
16271	"KCTD17"	"KCTD17"	chr22	+	37061103	37061175	37060822	37060922	37061538	37061629
16272	"KCTD17"	"KCTD17"	chr22	+	37060822	37060922	37059312	37059438	37061538	37061629
16273	"KCTD17"	"KCTD17"	chr22	+	37061538	37061629	37059312	37059438	37062524	37063390
16274	"ZNF284"	"ZNF284"	chr19	+	44081014	44081141	44076321	44076404	44082012	44082105
16275	"RAD54L2"	"RAD54L2"	chr3	+	51633576	51633759	51630704	51630931	51633901	51634035
16276	"XPR1"	"XPR1"	chr1	+	180836521	180836716	180834873	180835045	180863707	180863874
16277	"CMTM3"	"CMTM3"	chr16	+	66609434	66609530	66608308	66608464	66609882	66610003
16278	"MSL3"	"MSL3"	chrX	+	11761499	11761582	11760836	11760937	11762129	11762252
16279	"PPP1CA"	"PPP1CA"	chr11	-	67401067	67401199	67400688	67400919	67401727	67401905
16280	"PPP1CA"	"PPP1CA"	chr11	-	67401067	67401232	67400688	67400919	67401727	67401905
16281	"DNASE1L1"	"DNASE1L1"	chrX	-	154409111	154409196	154405433	154405655	154411890	154412091
16282	"DNASE1L1"	"DNASE1L1"	chrX	-	154409417	154409675	154409111	154409196	154411890	154412091
16283	"BRDT"	"BRDT"	chr1	+	91949889	91949958	91949370	91949682	91962717	91962946
16284	"BRDT"	"BRDT"	chr1	+	91964626	91964764	91962717	91962946	91968145	91968272
16285	"LRRC20"	"LRRC20"	chr10	-	70323862	70324030	70298969	70301508	70340552	70340702
16286	"LRRC20"	"LRRC20"	chr10	-	70340552	70340702	70323862	70324030	70376451	70376596
16287	"LRRC20"	"LRRC20"	chr10	-	70340552	70340702	70323862	70324030	70382548	70382650
16288	"LRRC20"	"LRRC20"	chr10	-	70376451	70376596	70340552	70340702	70382548	70382650
16289	"LRRC20"	"LRRC20"	chr10	-	70376451	70376596	70323862	70324030	70382548	70382650
16290	"TMEM180"	"TMEM180"	chr10	+	102470664	102471117	102469992	102470075	102471272	102471396
16291	"NDUFAF5"	"NDUFAF5"	chr20	+	13793159	13793227	13788588	13788652	13798460	13798500
16292	"NDUFAF5"	"NDUFAF5"	chr20	+	13814417	13814515	13808841	13808902	13816462	13816546
16293	"NDUFAF5"	"NDUFAF5"	chr20	+	13794837	13794941	13793179	13793227	13798460	13798500
16294	"PSG4"	"PSG4"	chr19	-	43194994	43195273	43194339	43194594	43197996	43198275
16295	"PSG4"	"PSG4"	chr19	-	43197996	43198275	43194994	43195273	43203885	43204251
16296	"C1D"	"C1D"	chr2	-	68053060	68053137	68047172	68047319	68062957	68063027
16297	"C1D"	"C1D"	chr2	-	68053060	68053137	68047172	68047319	68062944	68063027
16298	"C1D"	"C1D"	chr2	-	68047172	68047319	68046343	68046410	68062944	68063027
16299	"MPI"	"MPI"	chr15	+	74897010	74897219	74896151	74896325	74897511	74899457
16300	"MPI"	"MPI"	chr15	+	74893137	74893320	74892660	74892802	74896151	74896325
16301	"MPI"	"MPI"	chr15	+	74890526	74890654	74890010	74890089	74891378	74891579
16302	"FOXP2"	"FOXP2"	chr7	+	114538325	114538383	114534616	114534706	114570806	114570881
16303	"FOXP2"	"FOXP2"	chr7	+	114538325	114538383	114534616	114534706	114628539	114628677
16304	"FOXP2"	"FOXP2"	chr7	+	114658065	114658267	114653925	114654009	114659355	114659432
16305	"FOXP2"	"FOXP2"	chr7	+	114629591	114629642	114628539	114628677	114629804	114630005
16306	"FOXP2"	"FOXP2"	chr7	+	114570806	114570881	114538325	114538383	114628539	114628677
16307	"FOXP2"	"FOXP2"	chr7	+	114570806	114570881	114534616	114534706	114628539	114628677
16308	"IFI44L"	"IFI44L"	chr1	+	78627905	78628393	78620381	78620571	78628950	78628999
16309	"UBE2Q2"	"UBE2Q2"	chr15	+	75879097	75879188	75873427	75873568	75883365	75883424
16310	"UBE2Q2"	"UBE2Q2"	chr15	+	75876186	75876271	75873427	75873568	75877960	75878021
16311	"UBE2Q2"	"UBE2Q2"	chr15	+	75890918	75891014	75890434	75890483	75896994	75897061
16312	"UBE2Q2"	"UBE2Q2"	chr15	+	75877960	75878021	75873427	75873568	75879097	75879188
16313	"UBE2Q2"	"UBE2Q2"	chr15	+	75859877	75859982	75854385	75854487	75868950	75869010
16314	"CCNYL1"	"CCNYL1"	chr2	+	207740654	207740706	207737410	207737446	207742222	207742342
16315	"CCNYL1"	"CCNYL1"	chr2	+	207737410	207737446	207733946	207734047	207740654	207740706
16316	"CCNYL1"	"CCNYL1"	chr2	+	207733946	207734047	207726841	207726876	207737410	207737446
16317	"ZDHHC2"	"ZDHHC2"	chr8	+	17215236	17215349	17210387	17210480	17217171	17217246
16318	"ENSA"	"ENSA"	chr1	-	150626478	150626526	150625641	150625808	150627466	150627592
16319	"PTMA"	"PTMA"	chr2	+	231711889	231711983	231711347	231711419	231712442	231712516
16320	"PTMA"	"PTMA"	chr2	+	231711886	231711983	231711347	231711419	231712442	231712516
16321	"AIFM1"	"AIFM1"	chrX	-	130137322	130137525	130137077	130137185	130138592	130138701
16322	"AIFM1"	"AIFM1"	chrX	-	130155155	130155286	130149468	130149568	130165550	130165887
16323	"AIFM1"	"AIFM1"	chrX	-	130156460	130156603	130149468	130149568	130165550	130165887
16324	"AIFM1"	"AIFM1"	chrX	-	130136642	130136731	130136044	130136185	130137077	130137185
16325	"TTC37"	"TTC37"	chr5	-	95512476	95512618	95509593	95509687	95513570	95513645
16326	"TTC37"	"TTC37"	chr5	-	95543183	95543327	95541814	95541906	95547060	95547151
16327	"RNF185"	"RNF185"	chr22	+	31187046	31187270	31160151	31160303	31192683	31192702
16328	"RNF185"	"RNF185"	chr22	+	31182968	31183066	31160151	31160303	31187046	31187270
16329	"RNF185"	"RNF185"	chr22	+	31196935	31196990	31195468	31195581	31201497	31201615
16330	"RNF185"	"RNF185"	chr22	+	31196935	31196990	31192683	31192702	31201497	31201615
16331	"RNF185"	"RNF185"	chr22	+	31192683	31192702	31160151	31160303	31201497	31201615
16332	"RNF185"	"RNF185"	chr22	+	31196935	31197157	31195468	31195581	31201497	31201615
16333	"RNF185"	"RNF185"	chr22	+	31195468	31195581	31192683	31192702	31196935	31196990
16334	"RNF185"	"RNF185"	chr22	+	31195468	31195581	31192683	31192702	31201497	31201615
16335	"PDXDC1"	"PDXDC1"	chr16	+	660836	660905	659924	660003	663097	663287
16336	"PDXDC1"	"PDXDC1"	chr16	+	665347	665494	663097	663287	671275	671341
16337	"PDXDC1"	"PDXDC1"	chr16	+	848128	848197	845746	845936	849030	849109
16338	"PDXDC1"	"PDXDC1"	chr16	+	15004186	15004333	14998339	14998405	15006393	15006583
16339	"PDXDC1"	"PDXDC1"	chr16	+	15008778	15008847	15006393	15006583	15009680	15009759
16340	"PDXDC1"	"PDXDC1"	chr16	+	667824	667905	665347	665494	671275	671341
16341	"PDXDC1"	"PDXDC1"	chr16	+	15001775	15001856	14998339	14998405	15004186	15004333
16342	"TMEM169"	"TMEM169"	chr2	+	216082146	216082232	216081865	216081979	216095837	216096234
16343	"U2AF1L4"	"U2AF1L4"	chr19	-	35744625	35744738	35744322	35744421	35745124	35745187
16344	"U2AF1L4"	"U2AF1L4"	chr19	-	35743154	35743345	35742526	35742803	35743808	35743904
16345	"KLK5"	"KLK5"	chr19	-	50952746	50952814	50952584	50952668	50952949	50953088
16346	"ITCH"	"ITCH"	chr20	+	34417116	34417239	34413741	34413879	34424479	34424525
16347	"ITCH"	"ITCH"	chr20	+	34408650	34408792	34393790	34393881	34412514	34412639
16348	"ITCH"	"ITCH"	chr20	+	34393790	34393881	34369393	34369470	34408650	34408792
16349	"ITCH"	"ITCH"	chr20	+	34492500	34492597	34489821	34489926	34504330	34504403
16350	"ITCH"	"ITCH"	chr20	+	34457389	34457474	34449410	34449480	34462092	34462221
16351	"NPLOC4"	"NPLOC4"	chr17	-	81610209	81610258	81608727	81608822	81613317	81613494
16352	"NPLOC4"	"NPLOC4"	chr17	-	81588943	81589104	81572016	81572088	81596115	81596242
16353	"NPLOC4"	"NPLOC4"	chr17	-	81608727	81608822	81606690	81606814	81610209	81610258
16354	"RNF44"	"RNF44"	chr5	-	176529287	176529387	176526698	176529090	176529522	176529644
16355	"KLF8"	"KLF8"	chrX	+	56270181	56270321	56269377	56269489	56284312	56287889
16356	"PLCB4"	"PLCB4"	chr20	+	9459634	9459810	9457413	9457489	9468570	9468672
16357	"PLCB4"	"PLCB4"	chr20	+	9457413	9457489	9453346	9453462	9468570	9468672
16358	"PLCB4"	"PLCB4"	chr20	+	9476716	9476753	9473278	9473365	9478920	9480815
16359	"PLCB4"	"PLCB4"	chr20	+	9405312	9405348	9401489	9401590	9407916	9408058
16360	"PLCB4"	"PLCB4"	chr20	+	9421296	9421461	9419806	9419909	9423747	9423952
16361	"PLCB4"	"PLCB4"	chr20	+	9437001	9437152	9435559	9435648	9443980	9444030
16362	"TMPRSS7"	"TMPRSS7"	chr3	+	112047407	112047520	112045752	112045943	112047738	112047967
16363	"LOC101927356"	"LOC101927356"	chr7	+	82021121	82021205	82020809	82020934	82023842	82023897
16364	"NEIL2"	"NEIL2"	chr8	+	11770173	11770335	11769662	11769791	11771445	11771590
16365	"NEIL2"	"NEIL2"	chr8	+	11771445	11771585	11769662	11769791	11779597	11779950
16366	"DYRK3"	"DYRK3"	chr1	+	206636874	206636968	206635535	206635780	206637649	206637761
16367	"MGME1"	"MGME1"	chr20	+	17972706	17972751	17969800	17970370	17975683	17975903
16368	"MGME1"	"MGME1"	chr20	+	17988165	17988298	17975683	17975903	17989938	17991122
16369	"MGME1"	"MGME1"	chr20	+	17988165	17988298	17969800	17970370	17989938	17991122
16370	"MGME1"	"MGME1"	chr20	+	17975683	17975903	17969800	17970370	17988165	17988298
16371	"MGME1"	"MGME1"	chr20	+	17975683	17975903	17969800	17970370	17989938	17991122
16372	"STK3"	"STK3"	chr8	-	98749275	98749390	98707146	98707311	98767242	98767371
16373	"PDS5A"	"PDS5A"	chr4	-	39848850	39848970	39845817	39845880	39849519	39849652
16374	"PDS5A"	"PDS5A"	chr4	-	39837855	39838208	39822862	39825488	39841947	39842056
16375	"KCNK16"	"KCNK16"	chr6	-	39316301	39316442	39314697	39315129	39316781	39316947
16376	"SEMA6D"	"SEMA6D"	chr15	+	47768580	47768748	47767036	47767093	47770496	47774223
16377	"SEMA6D"	"SEMA6D"	chr15	+	47768580	47768615	47766615	47766677	47770496	47774223
16378	"SEMA6D"	"SEMA6D"	chr15	+	47767036	47767093	47766615	47766677	47770496	47774223
16379	"SEMA6D"	"SEMA6D"	chr15	+	47767036	47767093	47766615	47766677	47768580	47768748
16380	"ANKRD50"	"ANKRD50"	chr4	-	124709999	124711274	124678675	124678905	124712457	124712732
16381	"PGRMC1"	"PGRMC1"	chrX	+	119240308	119240464	119236244	119236691	119243150	119244466
16382	"TSN"	"TSN"	chr2	+	121758709	121758806	121755544	121755845	121761408	121761524
16383	"TSN"	"TSN"	chr2	+	121763004	121763084	121761408	121761524	121765133	121767852
16384	"TSN"	"TSN"	chr2	+	121757239	121757333	121755544	121755845	121758709	121758806
16385	"TSN"	"TSN"	chr2	+	121761408	121761524	121755544	121755845	121763004	121763084
16386	"NF2"	"NF2"	chr22	+	29636750	29636876	29603555	29604112	29639089	29639212
16387	"NF2"	"NF2"	chr22	+	29636750	29636876	29603555	29604112	29642201	29642285
16388	"NF2"	"NF2"	chr22	+	29683019	29683079	29681438	29681601	29694751	29698600
16389	"NF2"	"NF2"	chr22	+	29664989	29665064	29661204	29661339	29668332	29668446
16390	"NF2"	"NF2"	chr22	+	29683019	29683064	29681438	29681601	29694751	29698600
16391	"NF2"	"NF2"	chr22	+	29639089	29639212	29636750	29636876	29642201	29642285
16392	"NF2"	"NF2"	chr22	+	29639089	29639212	29603555	29604112	29642201	29642285
16393	"LINC00470"	"LINC00470"	chr18	-	1273360	1273533	1272441	1272511	1275965	1276087
16394	"LINC00470"	"LINC00470"	chr18	-	1353406	1353462	1275965	1276077	1358725	1358760
16395	"LINC00470"	"LINC00470"	chr18	-	1275965	1276077	1272441	1272511	1358725	1358760
16396	"CCDC77"	"CCDC77"	chr12	+	409367	409421	405510	405564	411746	411978
16397	"CCDC77"	"CCDC77"	chr12	+	405510	405564	389349	389486	411746	411978
16398	"DNAJA3"	"DNAJA3"	chr16	+	4454810	4454927	4450399	4450497	4455545	4456774
16399	"DNAJA3"	"DNAJA3"	chr16	+	157133	157250	152722	152820	157868	159097
16400	"SH3D21"	"SH3D21"	chr1	+	36319441	36319536	36319259	36319312	36319674	36320798
16401	"SH3D21"	"SH3D21"	chr1	+	36308108	36308209	36307917	36307963	36308388	36308475
16402	"SLC25A42"	"SLC25A42"	chr19	+	19101780	19101886	19096090	19096205	19104912	19104938
16403	"RAPGEF1"	"RAPGEF1"	chr9	-	131650128	131650242	131643238	131643417	131650809	131650949
16404	"MAMDC4"	"MAMDC4"	chr9	+	136858185	136858276	136857978	136858097	136858399	136858546
16405	"PRKAA1"	"PRKAA1"	chr5	-	40774927	40774972	40771718	40771863	40775409	40775503
16406	"PRKAA1"	"PRKAA1"	chr5	-	40769415	40769503	40767465	40767690	40771718	40771863
16407	"LINC00670"	"LINC00670"	chr17	+	12584559	12584721	12549967	12550077	12590440	12590748
16408	"MON1A"	"MON1A"	chr3	-	49911525	49912011	49910118	49910884	49913219	49913359
16409	"SLC35B3"	"SLC35B3"	chr6	-	8418743	8418885	8417401	8417494	8419579	8419677
16410	"SLC35B3"	"SLC35B3"	chr6	-	8422469	8422624	8420720	8420828	8427936	8428058
16411	"LMF1"	"LMF1"	chr16	-	933990	934145	931641	931793	934243	934254
16412	"LMF1"	"LMF1"	chr16	-	931641	931793	910930	911079	933990	934145
16413	"C17orf80"	"C17orf80"	chr17	+	73235475	73236995	73233219	73233325	73242243	73242351
16414	"C17orf80"	"C17orf80"	chr17	+	73242243	73242351	73235475	73236995	73242895	73243003
16415	"C6orf201"	"C6orf201"	chr6	+	4087348	4087726	4079205	4079680	4098999	4099198
16416	"C6orf201"	"C6orf201"	chr6	+	4124978	4126119	4121948	4122046	4130141	4130361
16417	"C6orf201"	"C6orf201"	chr6	+	4124959	4126119	4121948	4122046	4130141	4130361
16418	"C6orf201"	"C6orf201"	chr6	+	4115406	4115663	4098999	4099198	4121948	4122046
16419	"NSA2"	"NSA2"	chr5	+	74772312	74772421	74770630	74770810	74773867	74774060
16420	"NSA2"	"NSA2"	chr5	+	74773867	74774060	74770630	74770810	74776603	74776912
16421	"NAT1"	"NAT1"	chr8	+	18216876	18216994	18210102	18210180	18219410	18219489
16422	"NAT1"	"NAT1"	chr8	+	18216876	18216994	18211192	18211342	18219410	18219489
16423	"NAT1"	"NAT1"	chr8	+	18216876	18216994	18209780	18209955	18219410	18219489
16424	"NAT1"	"NAT1"	chr8	+	18212390	18212545	18211192	18211342	18219410	18219489
16425	"NAT1"	"NAT1"	chr8	+	18212390	18212774	18211192	18211342	18219410	18219489
16426	"NAT1"	"NAT1"	chr8	+	18212390	18212774	18210102	18210180	18219410	18219489
16427	"NAT1"	"NAT1"	chr8	+	18211192	18211342	18210102	18210180	18212390	18212774
16428	"NAT1"	"NAT1"	chr8	+	18211192	18211342	18210102	18210180	18216876	18216994
16429	"NAT1"	"NAT1"	chr8	+	18211192	18211342	18210102	18210180	18219410	18219489
16430	"GSK3B"	"GSK3B"	chr3	-	119866589	119866628	119863418	119863605	119876412	119876508
16431	"GSK3B"	"GSK3B"	chr3	-	119905754	119905852	119876412	119876508	119912703	119912810
16432	"GSK3B"	"GSK3B"	chr3	-	119843254	119843353	119821954	119826855	119863418	119863605
16433	"UFSP2"	"UFSP2"	chr4	-	185418440	185418507	185415709	185415867	185418586	185418770
16434	"PIAS2"	"PIAS2"	chr18	-	46864163	46864248	46855564	46855615	46890579	46891054
16435	"SUPV3L1"	"SUPV3L1"	chr10	+	69182519	69182654	69180203	69180562	69185986	69186064
16436	"SUPV3L1"	"SUPV3L1"	chr10	+	69195187	69195265	69191654	69191766	69196991	69197083
16437	"SUPV3L1"	"SUPV3L1"	chr10	+	69189266	69189435	69187641	69187756	69191654	69191766
